id,path,label
122,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002024.jpg,{'annotations': [{'category_id': 'person'}]}
124,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002055.jpg,{'annotations': [{'category_id': 'person'}]}
126,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002094.jpg,{'annotations': [{'category_id': 'bird'}]}
128,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002105.jpg,{'annotations': [{'category_id': 'person'}]}
130,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002119.jpg,{'annotations': [{'category_id': 'person'}]}
132,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002132.jpg,{'annotations': [{'category_id': 'tvmonitor'}]}
134,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002198.jpg,{'annotations': [{'category_id': 'aeroplane'}]}
136,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002216.jpg,{'annotations': [{'category_id': 'bus'}]}
138,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002234.jpg,{'annotations': [{'category_id': 'boat'}]}
140,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002266.jpg,{'annotations': [{'category_id': 'aeroplane'}]}
142,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002273.jpg,{'annotations': [{'category_id': 'person'}]}
144,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002284.jpg,{'annotations': [{'category_id': 'pottedplant'}]}
146,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002361.jpg,{'annotations': [{'category_id': 'person'}]}
148,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002370.jpg,{'annotations': [{'category_id': 'car'}]}
150,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002378.jpg,{'annotations': [{'category_id': 'pottedplant'}]}
152,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002400.jpg,{'annotations': [{'category_id': 'bird'}]}
154,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002412.jpg,{'annotations': [{'category_id': 'bird'}]}
156,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002427.jpg,{'annotations': [{'category_id': 'sofa'}]}
158,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002462.jpg,{'annotations': [{'category_id': 'train'}]}
160,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002488.jpg,{'annotations': [{'category_id': 'motorbike'}]}
162,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002545.jpg,{'annotations': [{'category_id': 'bottle'}]}
164,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002597.jpg,{'annotations': [{'category_id': 'dog'}]}
166,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002618.jpg,{'annotations': [{'category_id': 'sheep'}]}
168,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002624.jpg,{'annotations': [{'category_id': 'diningtable'}]}
170,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002643.jpg,{'annotations': [{'category_id': 'motorbike'}]}
172,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002668.jpg,{'annotations': [{'category_id': 'person'}]}
174,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002719.jpg,{'annotations': [{'category_id': 'person'}]}
176,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002760.jpg,{'annotations': [{'category_id': 'cat'}]}
178,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002823.jpg,{'annotations': [{'category_id': 'person'}]}
180,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002845.jpg,{'annotations': [{'category_id': 'sheep'}]}
182,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002895.jpg,{'annotations': [{'category_id': 'person'}]}
184,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002903.jpg,{'annotations': [{'category_id': 'cow'}]}
186,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002953.jpg,{'annotations': [{'category_id': 'tvmonitor'}]}
188,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002967.jpg,{'annotations': [{'category_id': 'pottedplant'}]}
190,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003011.jpg,{'annotations': [{'category_id': 'tvmonitor'}]}
192,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003022.jpg,{'annotations': [{'category_id': 'person'}]}
194,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003088.jpg,{'annotations': [{'category_id': 'person'}]}
196,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003106.jpg,{'annotations': [{'category_id': 'person'}]}
198,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003118.jpg,{'annotations': [{'category_id': 'person'}]}
200,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003134.jpg,{'annotations': [{'category_id': 'person'}]}
202,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003143.jpg,{'annotations': [{'category_id': 'car'}]}
204,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003178.jpg,{'annotations': [{'category_id': 'train'}]}
206,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003189.jpg,{'annotations': [{'category_id': 'pottedplant'}]}
208,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003191.jpg,{'annotations': [{'category_id': 'person'}]}
210,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003195.jpg,{'annotations': [{'category_id': 'car'}]}
212,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003205.jpg,{'annotations': [{'category_id': 'chair'}]}
214,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003251.jpg,{'annotations': [{'category_id': 'chair'}]}
216,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003286.jpg,{'annotations': [{'category_id': 'train'}]}
218,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003349.jpg,{'annotations': [{'category_id': 'bird'}]}
220,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003373.jpg,{'annotations': [{'category_id': 'person'}]}
222,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003451.jpg,{'annotations': [{'category_id': 'bottle'}]}
224,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003503.jpg,{'annotations': [{'category_id': 'person'}]}
226,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003525.jpg,{'annotations': [{'category_id': 'cat'}]}
228,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003530.jpg,{'annotations': [{'category_id': 'person'}]}
230,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003565.jpg,{'annotations': [{'category_id': 'bird'}]}
232,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003580.jpg,{'annotations': [{'category_id': 'person'}]}
234,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003593.jpg,{'annotations': [{'category_id': 'sheep'}]}
236,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003611.jpg,{'annotations': [{'category_id': 'horse'}]}
238,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003668.jpg,{'annotations': [{'category_id': 'diningtable'}]}
240,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003711.jpg,{'annotations': [{'category_id': 'person'}]}
242,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003715.jpg,{'annotations': [{'category_id': 'bus'}]}
244,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003778.jpg,{'annotations': [{'category_id': 'pottedplant'}]}
246,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003788.jpg,{'annotations': [{'category_id': 'chair'}]}
248,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003841.jpg,{'annotations': [{'category_id': 'cow'}]}
250,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003861.jpg,{'annotations': [{'category_id': 'boat'}]}
252,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003876.jpg,{'annotations': [{'category_id': 'aeroplane'}]}
254,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003910.jpg,{'annotations': [{'category_id': 'person'}]}
256,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003957.jpg,{'annotations': [{'category_id': 'train'}]}
258,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004003.jpg,{'annotations': [{'category_id': 'motorbike'}]}
260,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004033.jpg,{'annotations': [{'category_id': 'motorbike'}]}
262,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004065.jpg,{'annotations': [{'category_id': 'person'}]}
264,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004112.jpg,{'annotations': [{'category_id': 'person'}]}
266,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004143.jpg,{'annotations': [{'category_id': 'bird'}]}
268,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004189.jpg,{'annotations': [{'category_id': 'dog'}]}
270,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004193.jpg,{'annotations': [{'category_id': 'chair'}]}
272,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004275.jpg,{'annotations': [{'category_id': 'pottedplant'}]}
274,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004289.jpg,{'annotations': [{'category_id': 'person'}]}
276,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004328.jpg,{'annotations': [{'category_id': 'person'}]}
278,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004392.jpg,{'annotations': [{'category_id': 'person'}]}
280,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004423.jpg,{'annotations': [{'category_id': 'sheep'}]}
282,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004468.jpg,{'annotations': [{'category_id': 'bottle'}]}
284,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004481.jpg,{'annotations': [{'category_id': 'person'}]}
286,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004500.jpg,{'annotations': [{'category_id': 'cow'}]}
288,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004537.jpg,{'annotations': [{'category_id': 'person'}]}
290,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004558.jpg,{'annotations': [{'category_id': 'pottedplant'}]}
292,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004644.jpg,{'annotations': [{'category_id': 'dog'}]}
294,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004663.jpg,{'annotations': [{'category_id': 'train'}]}
296,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004707.jpg,{'annotations': [{'category_id': 'person'}]}
298,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004722.jpg,{'annotations': [{'category_id': 'person'}]}
300,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004769.jpg,{'annotations': [{'category_id': 'person'}]}
302,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004830.jpg,{'annotations': [{'category_id': 'car'}]}
304,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004856.jpg,{'annotations': [{'category_id': 'cat'}]}
306,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004902.jpg,{'annotations': [{'category_id': 'person'}]}
308,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004951.jpg,{'annotations': [{'category_id': 'train'}]}
310,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004988.jpg,{'annotations': [{'category_id': 'aeroplane'}]}
312,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005043.jpg,{'annotations': [{'category_id': 'aeroplane'}]}
314,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005064.jpg,{'annotations': [{'category_id': 'person'}]}
316,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005086.jpg,{'annotations': [{'category_id': 'person'}]}
318,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005114.jpg,{'annotations': [{'category_id': 'cow'}]}
320,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005130.jpg,{'annotations': [{'category_id': 'bird'}]}
322,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005149.jpg,{'annotations': [{'category_id': 'dog'}]}
324,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005210.jpg,{'annotations': [{'category_id': 'tvmonitor'}]}
326,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005227.jpg,{'annotations': [{'category_id': 'person'}]}
328,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005262.jpg,{'annotations': [{'category_id': 'bus'}]}
330,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005266.jpg,{'annotations': [{'category_id': 'pottedplant'}]}
332,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005281.jpg,{'annotations': [{'category_id': 'person'}]}
334,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005296.jpg,{'annotations': [{'category_id': 'car'}]}
336,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005314.jpg,{'annotations': [{'category_id': 'motorbike'}]}
338,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005354.jpg,{'annotations': [{'category_id': 'person'}]}
340,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005360.jpg,{'annotations': [{'category_id': 'train'}]}
342,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005428.jpg,{'annotations': [{'category_id': 'bottle'}]}
344,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005460.jpg,{'annotations': [{'category_id': 'cat'}]}
346,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005509.jpg,{'annotations': [{'category_id': 'person'}]}
348,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005600.jpg,{'annotations': [{'category_id': 'person'}]}
350,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005626.jpg,{'annotations': [{'category_id': 'train'}]}
352,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005688.jpg,{'annotations': [{'category_id': 'cat'}]}
354,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005696.jpg,{'annotations': [{'category_id': 'dog'}]}
356,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005705.jpg,{'annotations': [{'category_id': 'boat'}]}
358,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005790.jpg,{'annotations': [{'category_id': 'person'}]}
360,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005803.jpg,{'annotations': [{'category_id': 'diningtable'}]}
362,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005828.jpg,{'annotations': [{'category_id': 'aeroplane'}]}
364,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005845.jpg,{'annotations': [{'category_id': 'person'}]}
366,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005859.jpg,{'annotations': [{'category_id': 'person'}]}
368,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005902.jpg,{'annotations': [{'category_id': 'tvmonitor'}]}
370,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005915.jpg,{'annotations': [{'category_id': 'sheep'}]}
372,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005978.jpg,{'annotations': [{'category_id': 'bus'}]}
374,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005989.jpg,{'annotations': [{'category_id': 'person'}]}
376,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006028.jpg,{'annotations': [{'category_id': 'person'}]}
378,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006046.jpg,{'annotations': [{'category_id': 'boat'}]}
380,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006076.jpg,{'annotations': [{'category_id': 'person'}]}
382,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006117.jpg,{'annotations': [{'category_id': 'person'}]}
384,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006136.jpg,{'annotations': [{'category_id': 'sheep'}]}
386,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006171.jpg,{'annotations': [{'category_id': 'dog'}]}
388,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006232.jpg,{'annotations': [{'category_id': 'aeroplane'}]}
390,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006254.jpg,{'annotations': [{'category_id': 'train'}]}
392,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006277.jpg,{'annotations': [{'category_id': 'car'}]}
394,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006303.jpg,{'annotations': [{'category_id': 'pottedplant'}]}
396,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006348.jpg,{'annotations': [{'category_id': 'chair'}]}
398,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006373.jpg,{'annotations': [{'category_id': 'person'}]}
400,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006409.jpg,{'annotations': [{'category_id': 'diningtable'}]}
402,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006445.jpg,{'annotations': [{'category_id': 'person'}]}
404,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006477.jpg,{'annotations': [{'category_id': 'person'}]}
406,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006490.jpg,{'annotations': [{'category_id': 'boat'}]}
408,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006549.jpg,{'annotations': [{'category_id': 'boat'}]}
410,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006560.jpg,{'annotations': [{'category_id': 'person'}]}
412,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006585.jpg,{'annotations': [{'category_id': 'motorbike'}]}
414,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006615.jpg,{'annotations': [{'category_id': 'person'}]}
416,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006647.jpg,{'annotations': [{'category_id': 'motorbike'}]}
418,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006661.jpg,{'annotations': [{'category_id': 'person'}]}
420,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006678.jpg,{'annotations': [{'category_id': 'sheep'}]}
422,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006698.jpg,{'annotations': [{'category_id': 'person'}]}
424,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006704.jpg,{'annotations': [{'category_id': 'tvmonitor'}]}
426,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006802.jpg,{'annotations': [{'category_id': 'person'}]}
428,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006832.jpg,{'annotations': [{'category_id': 'sheep'}]}
430,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006841.jpg,{'annotations': [{'category_id': 'person'}]}
432,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006865.jpg,{'annotations': [{'category_id': 'bird'}]}
434,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006899.jpg,{'annotations': [{'category_id': 'sheep'}]}
436,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006944.jpg,{'annotations': [{'category_id': 'sheep'}]}
438,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007003.jpg,{'annotations': [{'category_id': 'car'}]}
440,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007021.jpg,{'annotations': [{'category_id': 'diningtable'}]}
442,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007084.jpg,{'annotations': [{'category_id': 'bird'}]}
444,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007109.jpg,{'annotations': [{'category_id': 'person'}]}
446,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007154.jpg,{'annotations': [{'category_id': 'person'}]}
448,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007168.jpg,{'annotations': [{'category_id': 'train'}]}
450,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007196.jpg,{'annotations': [{'category_id': 'tvmonitor'}]}
452,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007211.jpg,{'annotations': [{'category_id': 'motorbike'}]}
454,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007235.jpg,{'annotations': [{'category_id': 'person'}]}
456,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007341.jpg,{'annotations': [{'category_id': 'aeroplane'}]}
458,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007387.jpg,{'annotations': [{'category_id': 'train'}]}
460,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007414.jpg,{'annotations': [{'category_id': 'car'}]}
462,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007417.jpg,{'annotations': [{'category_id': 'cat'}]}
464,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007447.jpg,{'annotations': [{'category_id': 'car'}]}
466,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007477.jpg,{'annotations': [{'category_id': 'boat'}]}
468,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007481.jpg,{'annotations': [{'category_id': 'bird'}]}
470,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007498.jpg,{'annotations': [{'category_id': 'person'}]}
