sampleId,path,label
2007_006647,/home/zk/code/dataset/VOC2007/image/2007_006647.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""179"", ""66"", ""272"", ""290""]}, {""category_id"": ""person"", ""bbox"": [""276"", ""2"", ""426"", ""252""]}, {""category_id"": ""motorbike"", ""bbox"": [""1"", ""32"", ""498"", ""365""]}]}"
2007_008973,/home/zk/code/dataset/VOC2007/image/2007_008973.jpg,"{""annotations"": [{""category_id"": ""cow"", ""bbox"": [""271"", ""43"", ""444"", ""279""]}]}"
2007_001917,/home/zk/code/dataset/VOC2007/image/2007_001917.jpg,"{""annotations"": [{""category_id"": ""cow"", ""bbox"": [""191"", ""167"", ""266"", ""210""]}, {""category_id"": ""cow"", ""bbox"": [""341"", ""173"", ""420"", ""220""]}]}"
2007_008526,/home/zk/code/dataset/VOC2007/image/2007_008526.jpg,"{""annotations"": [{""category_id"": ""horse"", ""bbox"": [""133"", ""250"", ""274"", ""424""]}, {""category_id"": ""person"", ""bbox"": [""57"", ""218"", ""86"", ""258""]}, {""category_id"": ""person"", ""bbox"": [""82"", ""203"", ""101"", ""242""]}, {""category_id"": ""person"", ""bbox"": [""100"", ""176"", ""156"", ""280""]}]}"
2007_008980,/home/zk/code/dataset/VOC2007/image/2007_008980.jpg,"{""annotations"": [{""category_id"": ""dog"", ""bbox"": [""53"", ""58"", ""372"", ""428""]}]}"
2007_009832,/home/zk/code/dataset/VOC2007/image/2007_009832.jpg,"{""annotations"": [{""category_id"": ""bus"", ""bbox"": [""277"", ""11"", ""500"", ""350""]}]}"
2007_007477,/home/zk/code/dataset/VOC2007/image/2007_007477.jpg,"{""annotations"": [{""category_id"": ""boat"", ""bbox"": [""259"", ""30"", ""421"", ""154""]}]}"
2007_004289,/home/zk/code/dataset/VOC2007/image/2007_004289.jpg,"{""annotations"": [{""category_id"": ""tvmonitor"", ""bbox"": [""218"", ""70"", ""294"", ""153""]}, {""category_id"": ""person"", ""bbox"": [""104"", ""82"", ""283"", ""313""]}, {""category_id"": ""person"", ""bbox"": [""181"", ""64"", ""424"", ""373""]}]}"
2007_008948,/home/zk/code/dataset/VOC2007/image/2007_008948.jpg,"{""annotations"": [{""category_id"": ""chair"", ""bbox"": [""3"", ""159"", ""182"", ""323""]}, {""category_id"": ""tvmonitor"", ""bbox"": [""474"", ""123"", ""500"", ""201""]}]}"
2007_005790,/home/zk/code/dataset/VOC2007/image/2007_005790.jpg,"{""annotations"": [{""category_id"": ""diningtable"", ""bbox"": [""91"", ""247"", ""500"", ""333""]}]}"
2007_005911,/home/zk/code/dataset/VOC2007/image/2007_005911.jpg,"{""annotations"": [{""category_id"": ""bus"", ""bbox"": [""2"", ""50"", ""500"", ""314""]}]}"
2007_000783,/home/zk/code/dataset/VOC2007/image/2007_000783.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""201"", ""57"", ""325"", ""259""]}]}"
2007_004423,/home/zk/code/dataset/VOC2007/image/2007_004423.jpg,"{""annotations"": [{""category_id"": ""sheep"", ""bbox"": [""53"", ""107"", ""260"", ""311""]}, {""category_id"": ""sheep"", ""bbox"": [""213"", ""173"", ""291"", ""325""]}]}"
2007_007230,/home/zk/code/dataset/VOC2007/image/2007_007230.jpg,"{""annotations"": [{""category_id"": ""sheep"", ""bbox"": [""265"", ""124"", ""362"", ""294""]}]}"
2007_003786,/home/zk/code/dataset/VOC2007/image/2007_003786.jpg,"{""annotations"": [{""category_id"": ""bus"", ""bbox"": [""171"", ""165"", ""287"", ""273""]}]}"
2007_004644,/home/zk/code/dataset/VOC2007/image/2007_004644.jpg,"{""annotations"": [{""category_id"": ""dog"", ""bbox"": [""1"", ""26"", ""186"", ""260""]}]}"
2007_005797,/home/zk/code/dataset/VOC2007/image/2007_005797.jpg,"{""annotations"": [{""category_id"": ""cow"", ""bbox"": [""1"", ""107"", ""270"", ""365""]}, {""category_id"": ""person"", ""bbox"": [""93"", ""3"", ""163"", ""143""]}]}"
2007_002142,/home/zk/code/dataset/VOC2007/image/2007_002142.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""178"", ""86"", ""316"", ""333""]}, {""category_id"": ""person"", ""bbox"": [""5"", ""130"", ""62"", ""218""]}]}"
2007_007048,/home/zk/code/dataset/VOC2007/image/2007_007048.jpg,"{""annotations"": [{""category_id"": ""sheep"", ""bbox"": [""227"", ""55"", ""500"", ""324""]}, {""category_id"": ""bottle"", ""bbox"": [""76"", ""42"", ""129"", ""151""]}, {""category_id"": ""person"", ""bbox"": [""431"", ""1"", ""484"", ""62""]}, {""category_id"": ""person"", ""bbox"": [""311"", ""1"", ""427"", ""71""]}, {""category_id"": ""person"", ""bbox"": [""114"", ""1"", ""240"", ""59""]}, {""category_id"": ""person"", ""bbox"": [""1"", ""1"", ""132"", ""329""]}]}"
2007_003191,/home/zk/code/dataset/VOC2007/image/2007_003191.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""3"", ""1"", ""351"", ""333""]}]}"
2007_005360,/home/zk/code/dataset/VOC2007/image/2007_005360.jpg,"{""annotations"": [{""category_id"": ""train"", ""bbox"": [""72"", ""97"", ""431"", ""242""]}]}"
2007_009794,/home/zk/code/dataset/VOC2007/image/2007_009794.jpg,"{""annotations"": [{""category_id"": ""cat"", ""bbox"": [""1"", ""14"", ""324"", ""500""]}]}"
2007_004627,/home/zk/code/dataset/VOC2007/image/2007_004627.jpg,"{""annotations"": [{""category_id"": ""train"", ""bbox"": [""193"", ""202"", ""421"", ""272""]}]}"
2007_006530,/home/zk/code/dataset/VOC2007/image/2007_006530.jpg,"{""annotations"": [{""category_id"": ""chair"", ""bbox"": [""40"", ""176"", ""192"", ""282""]}, {""category_id"": ""chair"", ""bbox"": [""244"", ""262"", ""500"", ""375""]}, {""category_id"": ""chair"", ""bbox"": [""47"", ""167"", ""77"", ""208""]}, {""category_id"": ""chair"", ""bbox"": [""3"", ""168"", ""41"", ""251""]}, {""category_id"": ""chair"", ""bbox"": [""59"", ""159"", ""85"", ""175""]}]}"
2007_006802,/home/zk/code/dataset/VOC2007/image/2007_006802.jpg,"{""annotations"": [{""category_id"": ""train"", ""bbox"": [""131"", ""2"", ""499"", ""349""]}, {""category_id"": ""person"", ""bbox"": [""209"", ""89"", ""258"", ""231""]}]}"
2007_004275,/home/zk/code/dataset/VOC2007/image/2007_004275.jpg,"{""annotations"": [{""category_id"": ""motorbike"", ""bbox"": [""93"", ""171"", ""375"", ""500""]}, {""category_id"": ""pottedplant"", ""bbox"": [""307"", ""132"", ""340"", ""196""]}, {""category_id"": ""pottedplant"", ""bbox"": [""340"", ""132"", ""371"", ""199""]}, {""category_id"": ""pottedplant"", ""bbox"": [""322"", ""32"", ""372"", ""98""]}]}"
2007_003431,/home/zk/code/dataset/VOC2007/image/2007_003431.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""11"", ""15"", ""373"", ""500""]}, {""category_id"": ""bottle"", ""bbox"": [""59"", ""226"", ""129"", ""468""]}]}"
2007_000925,/home/zk/code/dataset/VOC2007/image/2007_000925.jpg,"{""annotations"": [{""category_id"": ""sheep"", ""bbox"": [""29"", ""101"", ""216"", ""343""]}]}"
2007_004856,/home/zk/code/dataset/VOC2007/image/2007_004856.jpg,"{""annotations"": [{""category_id"": ""cat"", ""bbox"": [""28"", ""1"", ""335"", ""496""]}]}"
2007_002597,/home/zk/code/dataset/VOC2007/image/2007_002597.jpg,"{""annotations"": [{""category_id"": ""cat"", ""bbox"": [""88"", ""173"", ""422"", ""375""]}]}"
2007_001289,/home/zk/code/dataset/VOC2007/image/2007_001289.jpg,"{""annotations"": [{""category_id"": ""bird"", ""bbox"": [""157"", ""98"", ""355"", ""188""]}]}"
2007_008559,/home/zk/code/dataset/VOC2007/image/2007_008559.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""103"", ""66"", ""333"", ""500""]}]}"
2007_007432,/home/zk/code/dataset/VOC2007/image/2007_007432.jpg,"{""annotations"": [{""category_id"": ""tvmonitor"", ""bbox"": [""418"", ""153"", ""498"", ""220""]}, {""category_id"": ""chair"", ""bbox"": [""14"", ""238"", ""117"", ""315""]}]}"
2007_004033,/home/zk/code/dataset/VOC2007/image/2007_004033.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""70"", ""7"", ""120"", ""138""]}, {""category_id"": ""motorbike"", ""bbox"": [""183"", ""2"", ""326"", ""196""]}, {""category_id"": ""motorbike"", ""bbox"": [""189"", ""1"", ""447"", ""280""]}]}"
2007_005691,/home/zk/code/dataset/VOC2007/image/2007_005691.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""3"", ""1"", ""218"", ""500""]}]}"
2007_000676,/home/zk/code/dataset/VOC2007/image/2007_000676.jpg,"{""annotations"": [{""category_id"": ""sheep"", ""bbox"": [""59"", ""94"", ""472"", ""270""]}]}"
2007_003621,/home/zk/code/dataset/VOC2007/image/2007_003621.jpg,"{""annotations"": [{""category_id"": ""bicycle"", ""bbox"": [""199"", ""153"", ""328"", ""271""]}, {""category_id"": ""bus"", ""bbox"": [""441"", ""62"", ""492"", ""120""]}, {""category_id"": ""bus"", ""bbox"": [""295"", ""62"", ""382"", ""109""]}]}"
2007_009251,/home/zk/code/dataset/VOC2007/image/2007_009251.jpg,"{""annotations"": [{""category_id"": ""horse"", ""bbox"": [""180"", ""23"", ""309"", ""306""]}]}"
2007_009901,/home/zk/code/dataset/VOC2007/image/2007_009901.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""104"", ""76"", ""199"", ""337""]}, {""category_id"": ""chair"", ""bbox"": [""20"", ""174"", ""77"", ""234""]}, {""category_id"": ""chair"", ""bbox"": [""80"", ""191"", ""121"", ""255""]}, {""category_id"": ""chair"", ""bbox"": [""262"", ""188"", ""302"", ""271""]}, {""category_id"": ""chair"", ""bbox"": [""457"", ""215"", ""500"", ""301""]}, {""category_id"": ""diningtable"", ""bbox"": [""189"", ""185"", ""256"", ""266""]}, {""category_id"": ""diningtable"", ""bbox"": [""373"", ""208"", ""451"", ""296""]}]}"
2007_007016,/home/zk/code/dataset/VOC2007/image/2007_007016.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""166"", ""82"", ""244"", ""348""]}, {""category_id"": ""person"", ""bbox"": [""360"", ""61"", ""430"", ""290""]}]}"
2007_009612,/home/zk/code/dataset/VOC2007/image/2007_009612.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""15"", ""108"", ""346"", ""500""]}]}"
2007_005149,/home/zk/code/dataset/VOC2007/image/2007_005149.jpg,"{""annotations"": [{""category_id"": ""dog"", ""bbox"": [""205"", ""1"", ""341"", ""165""]}]}"
2007_005626,/home/zk/code/dataset/VOC2007/image/2007_005626.jpg,"{""annotations"": [{""category_id"": ""train"", ""bbox"": [""1"", ""65"", ""55"", ""290""]}]}"
2007_007881,/home/zk/code/dataset/VOC2007/image/2007_007881.jpg,"{""annotations"": [{""category_id"": ""train"", ""bbox"": [""14"", ""33"", ""500"", ""283""]}]}"
2007_007330,/home/zk/code/dataset/VOC2007/image/2007_007330.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""124"", ""14"", ""487"", ""330""]}]}"
2007_005859,/home/zk/code/dataset/VOC2007/image/2007_005859.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""2"", ""3"", ""298"", ""375""]}]}"
2007_003917,/home/zk/code/dataset/VOC2007/image/2007_003917.jpg,"{""annotations"": [{""category_id"": ""car"", ""bbox"": [""121"", ""1"", ""500"", ""216""]}]}"
2007_005425,/home/zk/code/dataset/VOC2007/image/2007_005425.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""93"", ""94"", ""181"", ""422""]}]}"
2007_003131,/home/zk/code/dataset/VOC2007/image/2007_003131.jpg,"{""annotations"": [{""category_id"": ""boat"", ""bbox"": [""340"", ""214"", ""410"", ""330""]}]}"
2007_007250,/home/zk/code/dataset/VOC2007/image/2007_007250.jpg,"{""annotations"": [{""category_id"": ""bottle"", ""bbox"": [""281"", ""227"", ""311"", ""330""]}]}"
2007_004769,/home/zk/code/dataset/VOC2007/image/2007_004769.jpg,"{""annotations"": [{""category_id"": ""bicycle"", ""bbox"": [""200"", ""178"", ""500"", ""375""]}, {""category_id"": ""person"", ""bbox"": [""401"", ""241"", ""439"", ""289""]}, {""category_id"": ""person"", ""bbox"": [""354"", ""237"", ""413"", ""313""]}, {""category_id"": ""person"", ""bbox"": [""188"", ""167"", ""203"", ""190""]}]}"
2007_009709,/home/zk/code/dataset/VOC2007/image/2007_009709.jpg,"{""annotations"": [{""category_id"": ""bottle"", ""bbox"": [""257"", ""1"", ""375"", ""498""]}, {""category_id"": ""bottle"", ""bbox"": [""1"", ""1"", ""141"", ""489""]}]}"
2007_007211,/home/zk/code/dataset/VOC2007/image/2007_007211.jpg,"{""annotations"": [{""category_id"": ""motorbike"", ""bbox"": [""153"", ""173"", ""394"", ""371""]}]}"
2007_009911,/home/zk/code/dataset/VOC2007/image/2007_009911.jpg,"{""annotations"": [{""category_id"": ""aeroplane"", ""bbox"": [""75"", ""137"", ""417"", ""265""]}]}"
2007_004238,/home/zk/code/dataset/VOC2007/image/2007_004238.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""10"", ""105"", ""112"", ""357""]}, {""category_id"": ""person"", ""bbox"": [""314"", ""24"", ""483"", ""357""]}]}"
2007_009533,/home/zk/code/dataset/VOC2007/image/2007_009533.jpg,"{""annotations"": [{""category_id"": ""boat"", ""bbox"": [""155"", ""123"", ""318"", ""196""]}]}"
2007_006944,/home/zk/code/dataset/VOC2007/image/2007_006944.jpg,"{""annotations"": [{""category_id"": ""sheep"", ""bbox"": [""6"", ""156"", ""215"", ""293""]}, {""category_id"": ""sheep"", ""bbox"": [""334"", ""128"", ""494"", ""313""]}, {""category_id"": ""horse"", ""bbox"": [""143"", ""113"", ""180"", ""154""]}, {""category_id"": ""horse"", ""bbox"": [""104"", ""113"", ""138"", ""146""]}, {""category_id"": ""sheep"", ""bbox"": [""476"", ""123"", ""500"", ""217""]}]}"
2007_009139,/home/zk/code/dataset/VOC2007/image/2007_009139.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""69"", ""1"", ""107"", ""98""]}, {""category_id"": ""person"", ""bbox"": [""1"", ""2"", ""43"", ""199""]}, {""category_id"": ""person"", ""bbox"": [""160"", ""4"", ""203"", ""82""]}, {""category_id"": ""person"", ""bbox"": [""192"", ""1"", ""257"", ""69""]}, {""category_id"": ""person"", ""bbox"": [""386"", ""2"", ""438"", ""78""]}, {""category_id"": ""person"", ""bbox"": [""398"", ""2"", ""500"", ""375""]}, {""category_id"": ""person"", ""bbox"": [""424"", ""27"", ""482"", ""83""]}, {""category_id"": ""motorbike"", ""bbox"": [""111"", ""42"", ""437"", ""374""]}]}"
2007_003349,/home/zk/code/dataset/VOC2007/image/2007_003349.jpg,"{""annotations"": [{""category_id"": ""bird"", ""bbox"": [""88"", ""55"", ""327"", ""289""]}]}"
2007_002132,/home/zk/code/dataset/VOC2007/image/2007_002132.jpg,"{""annotations"": [{""category_id"": ""tvmonitor"", ""bbox"": [""184"", ""155"", ""306"", ""249""]}]}"
2007_006809,/home/zk/code/dataset/VOC2007/image/2007_006809.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""128"", ""96"", ""341"", ""374""]}]}"
2007_002668,/home/zk/code/dataset/VOC2007/image/2007_002668.jpg,"{""annotations"": [{""category_id"": ""diningtable"", ""bbox"": [""86"", ""312"", ""499"", ""374""]}, {""category_id"": ""person"", ""bbox"": [""426"", ""105"", ""462"", ""134""]}, {""category_id"": ""person"", ""bbox"": [""95"", ""83"", ""309"", ""319""]}, {""category_id"": ""person"", ""bbox"": [""89"", ""169"", ""112"", ""190""]}, {""category_id"": ""pottedplant"", ""bbox"": [""19"", ""124"", ""97"", ""187""]}]}"
2007_004454,/home/zk/code/dataset/VOC2007/image/2007_004454.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""213"", ""95"", ""311"", ""375""]}]}"
2007_006490,/home/zk/code/dataset/VOC2007/image/2007_006490.jpg,"{""annotations"": [{""category_id"": ""bird"", ""bbox"": [""80"", ""309"", ""109"", ""332""]}, {""category_id"": ""boat"", ""bbox"": [""210"", ""9"", ""269"", ""67""]}, {""category_id"": ""boat"", ""bbox"": [""172"", ""27"", ""226"", ""65""]}, {""category_id"": ""boat"", ""bbox"": [""128"", ""25"", ""185"", ""67""]}]}"
2007_005988,/home/zk/code/dataset/VOC2007/image/2007_005988.jpg,"{""annotations"": [{""category_id"": ""dog"", ""bbox"": [""332"", ""186"", ""413"", ""225""]}, {""category_id"": ""person"", ""bbox"": [""37"", ""66"", ""95"", ""232""]}, {""category_id"": ""person"", ""bbox"": [""346"", ""48"", ""455"", ""252""]}, {""category_id"": ""car"", ""bbox"": [""446"", ""68"", ""500"", ""142""]}, {""category_id"": ""car"", ""bbox"": [""1"", ""90"", ""23"", ""141""]}]}"
2007_007618,/home/zk/code/dataset/VOC2007/image/2007_007618.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""33"", ""51"", ""202"", ""500""]}]}"
2007_008714,/home/zk/code/dataset/VOC2007/image/2007_008714.jpg,"{""annotations"": [{""category_id"": ""aeroplane"", ""bbox"": [""15"", ""68"", ""479"", ""293""]}]}"
2007_002669,/home/zk/code/dataset/VOC2007/image/2007_002669.jpg,"{""annotations"": [{""category_id"": ""cow"", ""bbox"": [""292"", ""137"", ""372"", ""174""]}, {""category_id"": ""person"", ""bbox"": [""442"", ""241"", ""478"", ""294""]}, {""category_id"": ""cow"", ""bbox"": [""163"", ""184"", ""273"", ""269""]}]}"
2007_000836,/home/zk/code/dataset/VOC2007/image/2007_000836.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""69"", ""99"", ""224"", ""297""]}]}"
2007_008927,/home/zk/code/dataset/VOC2007/image/2007_008927.jpg,"{""annotations"": [{""category_id"": ""cow"", ""bbox"": [""203"", ""238"", ""266"", ""317""]}]}"
2007_009216,/home/zk/code/dataset/VOC2007/image/2007_009216.jpg,"{""annotations"": [{""category_id"": ""tvmonitor"", ""bbox"": [""2"", ""100"", ""376"", ""332""]}]}"
2007_007195,/home/zk/code/dataset/VOC2007/image/2007_007195.jpg,"{""annotations"": [{""category_id"": ""person"", ""bbox"": [""351"", ""26"", ""500"", ""333""]}]}"
2007_009899,/home/zk/code/dataset/VOC2007/image/2007_009899.jpg,"{""annotations"": [{""category_id"": ""dog"", ""bbox"": [""140"", ""2"", ""466"", ""375""]}]}"
2007_000738,/home/zk/code/dataset/VOC2007/image/2007_000738.jpg,"{""annotations"": [{""category_id"": ""aeroplane"", ""bbox"": [""1"", ""124"", ""496"", ""235""]}]}"
2007_006449,/home/zk/code/dataset/VOC2007/image/2007_006449.jpg,"{""annotations"": [{""category_id"": ""bicycle"", ""bbox"": [""2"", ""15"", ""500"", ""367""]}]}"
2007_000663,/home/zk/code/dataset/VOC2007/image/2007_000663.jpg,"{""annotations"": [{""category_id"": ""bus"", ""bbox"": [""12"", ""2"", ""417"", ""467""]}, {""category_id"": ""car"", ""bbox"": [""362"", ""24"", ""422"", ""53""]}, {""category_id"": ""car"", ""bbox"": [""376"", ""36"", ""422"", ""81""]}, {""category_id"": ""car"", ""bbox"": [""373"", ""68"", ""422"", ""108""]}, {""category_id"": ""car"", ""bbox"": [""376"", ""98"", ""422"", ""210""]}]}"
2007_001311,/home/zk/code/dataset/VOC2007/image/2007_001311.jpg,"{""annotations"": [{""category_id"": ""bicycle"", ""bbox"": [""465"", ""104"", ""490"", ""166""]}, {""category_id"": ""bicycle"", ""bbox"": [""334"", ""128"", ""380"", ""220""]}, {""category_id"": ""bicycle"", ""bbox"": [""177"", ""188"", ""304"", ""319""]}, {""category_id"": ""bicycle"", ""bbox"": [""12"", ""161"", ""181"", ""319""]}, {""category_id"": ""person"", ""bbox"": [""463"", ""67"", ""495"", ""154""]}, {""category_id"": ""person"", ""bbox"": [""431"", ""75"", ""468"", ""171""]}, {""category_id"": ""person"", ""bbox"": [""333"", ""79"", ""387"", ""201""]}, {""category_id"": ""person"", ""bbox"": [""187"", ""106"", ""291"", ""293""]}, {""category_id"": ""person"", ""bbox"": [""27"", ""61"", ""163"", ""280""]}]}"
2007_000033,/home/zk/code/dataset/VOC2007/image/2007_000033.jpg,"{""annotations"": [{""category_id"": ""aeroplane"", ""bbox"": [""9"", ""107"", ""499"", ""263""]}, {""category_id"": ""aeroplane"", ""bbox"": [""325"", ""188"", ""411"", ""223""]}]}"
