,Unnamed: 0,sampleId,path,isHard
24,1060,2089,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002089.jpg,1
25,3910,7882,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007882.jpg,0
26,4153,8363,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008363.jpg,1
27,2879,5787,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005787.jpg,0
28,529,1047,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001047.jpg,1
29,1013,2003,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002003.jpg,0
30,2171,4377,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004377.jpg,1
31,610,1217,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001217.jpg,0
32,3618,7315,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007315.jpg,1
33,279,557,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000557.jpg,0
34,4214,8480,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008480.jpg,1
35,4129,8321,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008321.jpg,0
36,2925,5890,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005890.jpg,1
37,699,1389,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001389.jpg,0
38,613,1220,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001220.jpg,1
39,4754,9563,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009563.jpg,0
40,712,1415,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001415.jpg,1
41,3501,7076,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007076.jpg,0
42,4854,9770,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009770.jpg,1
43,1715,3471,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003471.jpg,0
44,4453,8934,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008934.jpg,1
45,4218,8488,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008488.jpg,0
46,735,1458,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001458.jpg,1
47,4906,9876,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009876.jpg,0
48,987,1956,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001956.jpg,1
49,4779,9612,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009612.jpg,0
50,4060,8179,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008179.jpg,1
51,1227,2455,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002455.jpg,0
52,1405,2824,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002824.jpg,1
53,3890,7844,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007844.jpg,0
54,4038,8136,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008136.jpg,1
55,2769,5560,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005560.jpg,0
56,1611,3249,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003249.jpg,1
57,4928,9921,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009921.jpg,0
58,3800,7659,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007659.jpg,1
59,3971,8006,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008006.jpg,0
60,557,1103,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001103.jpg,1
61,3332,6721,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006721.jpg,0
62,1139,2262,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002262.jpg,1
63,2568,5149,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005149.jpg,0
64,3640,7349,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007349.jpg,1
65,2753,5532,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005532.jpg,0
66,1171,2336,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002336.jpg,1
67,3741,7550,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007550.jpg,0
68,811,1615,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001615.jpg,1
69,1604,3235,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003235.jpg,0
70,3346,6749,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006749.jpg,1
71,2756,5537,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005537.jpg,0
72,2215,4451,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004451.jpg,1
73,1447,2902,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002902.jpg,0
74,2473,4945,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004945.jpg,1
75,1547,3114,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003114.jpg,0
76,2422,4855,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004855.jpg,1
77,2595,5198,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005198.jpg,0
78,3353,6763,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006763.jpg,1
79,3891,7846,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007846.jpg,0
80,1615,3263,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003263.jpg,1
81,1250,2510,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002510.jpg,0
82,2655,5321,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005321.jpg,1
83,2002,4045,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004045.jpg,0
84,83,168,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000168.jpg,1
85,4764,9583,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009583.jpg,0
86,96,195,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000195.jpg,1
87,29,58,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000058.jpg,0
88,3982,8022,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008022.jpg,1
89,1840,3720,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003720.jpg,0
90,841,1666,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001666.jpg,1
91,2436,4883,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004883.jpg,0
92,3457,6980,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006980.jpg,1
93,1134,2246,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002246.jpg,0
94,4096,8245,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008245.jpg,1
95,2817,5661,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005661.jpg,0
96,111,227,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000227.jpg,1
97,4285,8614,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008614.jpg,0
98,2828,5681,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005681.jpg,1
99,4855,9771,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009771.jpg,0
100,3179,6406,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006406.jpg,1
101,3879,7823,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007823.jpg,0
102,2929,5898,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005898.jpg,1
103,2443,4893,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004893.jpg,0
104,3383,6818,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006818.jpg,1
105,584,1159,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001159.jpg,0
106,3715,7500,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007500.jpg,1
107,105,212,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000212.jpg,0
108,1120,2223,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002223.jpg,1
109,1592,3215,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003215.jpg,0
110,548,1088,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001088.jpg,1
111,1371,2754,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002754.jpg,0
112,3146,6343,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006343.jpg,1
113,395,773,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000773.jpg,0
114,4698,9436,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009436.jpg,1
115,2837,5698,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005698.jpg,0
116,2864,5754,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005754.jpg,1
117,3681,7423,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007423.jpg,0
118,4373,8780,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008780.jpg,1
119,2047,4124,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004124.jpg,0
120,1970,3976,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003976.jpg,1
121,3295,6641,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006641.jpg,0
122,172,350,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000350.jpg,1
123,564,1117,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001117.jpg,0
124,995,1969,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001969.jpg,1
125,2644,5295,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005295.jpg,0
126,763,1519,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001519.jpg,1
127,1213,2426,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002426.jpg,0
128,4588,9211,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009211.jpg,1
129,4782,9624,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009624.jpg,0
130,1898,3831,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003831.jpg,1
131,1600,3227,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003227.jpg,0
132,3887,7837,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007837.jpg,1
133,2126,4282,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004282.jpg,0
134,3065,6157,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006157.jpg,1
135,1256,2522,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002522.jpg,0
136,2204,4428,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004428.jpg,1
137,3925,7917,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007917.jpg,0
138,74,148,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000148.jpg,1
139,446,890,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000890.jpg,0
140,1565,3156,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003156.jpg,1
141,4189,8428,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008428.jpg,0
142,2662,5333,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005333.jpg,1
143,4939,9936,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009936.jpg,0
144,4380,8789,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008789.jpg,1
145,1062,2093,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002093.jpg,0
146,2475,4949,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004949.jpg,1
147,4242,8538,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008538.jpg,0
148,4084,8227,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008227.jpg,1
149,3420,6902,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006902.jpg,0
150,3071,6169,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006169.jpg,1
151,2713,5458,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005458.jpg,0
152,3035,6094,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006094.jpg,1
153,3451,6973,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006973.jpg,0
154,4709,9467,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009467.jpg,1
155,596,1183,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001183.jpg,0
156,949,1880,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001880.jpg,1
157,4160,8377,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008377.jpg,0
158,1929,3896,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003896.jpg,1
159,154,310,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000310.jpg,0
160,4563,9149,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009149.jpg,1
161,4856,9775,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009775.jpg,0
162,2823,5671,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005671.jpg,1
163,459,922,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000922.jpg,0
164,3682,7426,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007426.jpg,1
165,1281,2575,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002575.jpg,0
166,3408,6881,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006881.jpg,1
167,134,273,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000273.jpg,0
168,4552,9130,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009130.jpg,1
169,1533,3080,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003080.jpg,0
170,3802,7661,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007661.jpg,1
171,4016,8094,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008094.jpg,0
172,2432,4875,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004875.jpg,1
173,2976,5982,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005982.jpg,0
174,285,567,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000567.jpg,1
175,2857,5744,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005744.jpg,0
176,1147,2286,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002286.jpg,1
177,2760,5545,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005545.jpg,0
178,3049,6121,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006121.jpg,1
179,1672,3371,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003371.jpg,0
180,3795,7646,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007646.jpg,1
181,290,572,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000572.jpg,0
182,4359,8745,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008745.jpg,1
183,1934,3903,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003903.jpg,0
184,2583,5174,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005174.jpg,1
185,1352,2719,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002719.jpg,0
186,4822,9701,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009701.jpg,1
187,3894,7850,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007850.jpg,0
188,30,59,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000059.jpg,1
189,3724,7512,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007512.jpg,0
190,719,1425,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001425.jpg,1
191,1180,2356,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002356.jpg,0
192,1938,3909,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003909.jpg,1
193,521,1034,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001034.jpg,0
194,4366,8763,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008763.jpg,1
195,4699,9441,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009441.jpg,0
196,4302,8643,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008643.jpg,1
197,3435,6936,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006936.jpg,0
198,2995,6021,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006021.jpg,1
199,3126,6308,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006308.jpg,0
200,3649,7364,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007364.jpg,1
201,3136,6326,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006326.jpg,0
202,1935,3904,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003904.jpg,1
203,3808,7684,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007684.jpg,0
204,3345,6746,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006746.jpg,1
205,465,932,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000932.jpg,0
206,3713,7496,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007496.jpg,1
207,4397,8824,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008824.jpg,0
208,500,995,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000995.jpg,1
209,3502,7081,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007081.jpg,0
210,60,114,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000114.jpg,1
211,2297,4614,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004614.jpg,0
212,3109,6268,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006268.jpg,1
213,923,1826,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001826.jpg,0
214,1201,2400,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002400.jpg,1
215,2759,5543,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005543.jpg,0
216,877,1740,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001740.jpg,1
217,2884,5798,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005798.jpg,0
218,1553,3130,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003130.jpg,1
219,1619,3267,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003267.jpg,0
220,382,743,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000743.jpg,1
221,3416,6895,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006895.jpg,0
222,3943,7955,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007955.jpg,1
223,2423,4858,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004858.jpg,0
224,3754,7574,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007574.jpg,1
225,1196,2395,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002395.jpg,0
226,3628,7332,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007332.jpg,1
227,300,587,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000587.jpg,0
228,4091,8238,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008238.jpg,1
229,813,1619,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001619.jpg,0
230,2482,4970,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004970.jpg,1
231,3465,6996,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006996.jpg,0
232,1045,2066,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002066.jpg,1
233,97,196,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000196.jpg,0
234,4934,9929,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009929.jpg,1
235,642,1282,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001282.jpg,0
236,2011,4061,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004061.jpg,1
