,sampleId,path
939,001865,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001865.jpg
641,001280,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001280.jpg
1060,002089,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002089.jpg
3910,007882,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007882.jpg
4153,008363,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008363.jpg
2879,005787,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005787.jpg
529,001047,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001047.jpg
1013,002003,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002003.jpg
2171,004377,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004377.jpg
610,001217,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001217.jpg
3618,007315,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007315.jpg
279,000557,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000557.jpg
4214,008480,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008480.jpg
4129,008321,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008321.jpg
2925,005890,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005890.jpg
699,001389,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001389.jpg
613,001220,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001220.jpg
4754,009563,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009563.jpg
712,001415,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001415.jpg
3501,007076,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007076.jpg
4854,009770,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009770.jpg
1715,003471,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003471.jpg
4453,008934,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008934.jpg
4218,008488,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008488.jpg
735,001458,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001458.jpg
4906,009876,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009876.jpg
987,001956,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001956.jpg
4779,009612,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009612.jpg
4060,008179,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008179.jpg
1227,002455,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002455.jpg
1405,002824,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002824.jpg
3890,007844,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007844.jpg
4038,008136,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008136.jpg
2769,005560,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005560.jpg
1611,003249,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003249.jpg
4928,009921,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009921.jpg
3800,007659,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007659.jpg
3971,008006,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008006.jpg
557,001103,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001103.jpg
3332,006721,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006721.jpg
1139,002262,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002262.jpg
2568,005149,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005149.jpg
3640,007349,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007349.jpg
2753,005532,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005532.jpg
1171,002336,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002336.jpg
3741,007550,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007550.jpg
811,001615,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001615.jpg
1604,003235,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003235.jpg
3346,006749,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006749.jpg
2756,005537,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005537.jpg
2215,004451,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004451.jpg
1447,002902,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002902.jpg
2473,004945,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004945.jpg
1547,003114,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003114.jpg
2422,004855,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004855.jpg
2595,005198,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005198.jpg
3353,006763,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006763.jpg
3891,007846,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007846.jpg
1615,003263,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003263.jpg
1250,002510,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002510.jpg
2655,005321,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005321.jpg
2002,004045,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004045.jpg
83,000168,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000168.jpg
4764,009583,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009583.jpg
96,000195,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000195.jpg
29,000058,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000058.jpg
3982,008022,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008022.jpg
1840,003720,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003720.jpg
841,001666,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001666.jpg
2436,004883,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004883.jpg
3457,006980,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006980.jpg
1134,002246,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002246.jpg
4096,008245,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008245.jpg
2817,005661,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005661.jpg
111,000227,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000227.jpg
4285,008614,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008614.jpg
2828,005681,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005681.jpg
4855,009771,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009771.jpg
3179,006406,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006406.jpg
3879,007823,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007823.jpg
2929,005898,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005898.jpg
2443,004893,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004893.jpg
3383,006818,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006818.jpg
584,001159,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001159.jpg
3715,007500,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007500.jpg
105,000212,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000212.jpg
1120,002223,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002223.jpg
1592,003215,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003215.jpg
548,001088,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001088.jpg
1371,002754,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002754.jpg
3146,006343,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006343.jpg
395,000773,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000773.jpg
4698,009436,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009436.jpg
2837,005698,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005698.jpg
2864,005754,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005754.jpg
3681,007423,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007423.jpg
4373,008780,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008780.jpg
2047,004124,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004124.jpg
1970,003976,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003976.jpg
3295,006641,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006641.jpg
172,000350,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000350.jpg
564,001117,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001117.jpg
995,001969,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001969.jpg
2644,005295,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005295.jpg
763,001519,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001519.jpg
1213,002426,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002426.jpg
4588,009211,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009211.jpg
4782,009624,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009624.jpg
1898,003831,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003831.jpg
1600,003227,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003227.jpg
3887,007837,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007837.jpg
2126,004282,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004282.jpg
3065,006157,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006157.jpg
1256,002522,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002522.jpg
2204,004428,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004428.jpg
3925,007917,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007917.jpg
74,000148,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000148.jpg
446,000890,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000890.jpg
1565,003156,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003156.jpg
4189,008428,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008428.jpg
2662,005333,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005333.jpg
4939,009936,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009936.jpg
4380,008789,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008789.jpg
1062,002093,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002093.jpg
2475,004949,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004949.jpg
4242,008538,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008538.jpg
4084,008227,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008227.jpg
3420,006902,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006902.jpg
3071,006169,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006169.jpg
2713,005458,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005458.jpg
3035,006094,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006094.jpg
3451,006973,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006973.jpg
4709,009467,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009467.jpg
596,001183,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001183.jpg
949,001880,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001880.jpg
4160,008377,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008377.jpg
1929,003896,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003896.jpg
154,000310,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000310.jpg
4563,009149,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009149.jpg
4856,009775,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009775.jpg
2823,005671,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005671.jpg
459,000922,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000922.jpg
3682,007426,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007426.jpg
1281,002575,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002575.jpg
3408,006881,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006881.jpg
134,000273,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000273.jpg
4552,009130,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009130.jpg
1533,003080,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003080.jpg
3802,007661,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007661.jpg
4016,008094,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008094.jpg
2432,004875,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004875.jpg
2976,005982,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005982.jpg
285,000567,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000567.jpg
2857,005744,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005744.jpg
1147,002286,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002286.jpg
2760,005545,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005545.jpg
3049,006121,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006121.jpg
1672,003371,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003371.jpg
3795,007646,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007646.jpg
290,000572,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000572.jpg
4359,008745,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008745.jpg
1934,003903,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003903.jpg
2583,005174,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005174.jpg
1352,002719,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002719.jpg
4822,009701,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009701.jpg
3894,007850,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007850.jpg
30,000059,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000059.jpg
3724,007512,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007512.jpg
719,001425,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001425.jpg
1180,002356,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002356.jpg
1938,003909,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003909.jpg
521,001034,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001034.jpg
4366,008763,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008763.jpg
4699,009441,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009441.jpg
4302,008643,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008643.jpg
3435,006936,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006936.jpg
2995,006021,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006021.jpg
3126,006308,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006308.jpg
3649,007364,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007364.jpg
3136,006326,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006326.jpg
1935,003904,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003904.jpg
3808,007684,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007684.jpg
3345,006746,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006746.jpg
465,000932,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000932.jpg
3713,007496,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007496.jpg
4397,008824,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008824.jpg
500,000995,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000995.jpg
3502,007081,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007081.jpg
60,000114,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000114.jpg
2297,004614,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004614.jpg
3109,006268,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006268.jpg
923,001826,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001826.jpg
1201,002400,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002400.jpg
2759,005543,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005543.jpg
877,001740,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001740.jpg
2884,005798,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005798.jpg
1553,003130,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003130.jpg
1619,003267,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003267.jpg
382,000743,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000743.jpg
3416,006895,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006895.jpg
3943,007955,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007955.jpg
2423,004858,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004858.jpg
3754,007574,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007574.jpg
1196,002395,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002395.jpg
3628,007332,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007332.jpg
300,000587,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000587.jpg
4091,008238,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008238.jpg
813,001619,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001619.jpg
2482,004970,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004970.jpg
3465,006996,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006996.jpg
1045,002066,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002066.jpg
97,000196,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000196.jpg
4934,009929,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009929.jpg
642,001282,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001282.jpg
2011,004061,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004061.jpg
4015,008092,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008092.jpg
846,001672,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001672.jpg
316,000618,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000618.jpg
2796,005617,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005617.jpg
901,001790,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001790.jpg
558,001105,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001105.jpg
4766,009590,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009590.jpg
2654,005317,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005317.jpg
4787,009631,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009631.jpg
4806,009665,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009665.jpg
3813,007695,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007695.jpg
4722,009493,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009493.jpg
3980,008020,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008020.jpg
2620,005247,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005247.jpg
2169,004374,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004374.jpg
1019,002013,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002013.jpg
2241,004501,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004501.jpg
396,000775,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000775.jpg
