id,path,label
90,D:\Python\source\VOCdevkit\voc2012-500\img\2007_001487.jpg,{'annotations': [{'category_id': 'boat'}]}
95,D:\Python\source\VOCdevkit\voc2012-500\img\2007_001587.jpg,{'annotations': [{'category_id': 'bicycle'}]}
100,D:\Python\source\VOCdevkit\voc2012-500\img\2007_001630.jpg,{'annotations': [{'category_id': 'person'}]}
105,D:\Python\source\VOCdevkit\voc2012-500\img\2007_001709.jpg,{'annotations': [{'category_id': 'person'}]}
110,D:\Python\source\VOCdevkit\voc2012-500\img\2007_001763.jpg,{'annotations': [{'category_id': 'cat'}]}
115,D:\Python\source\VOCdevkit\voc2012-500\img\2007_001857.jpg,{'annotations': [{'category_id': 'car'}]}
120,D:\Python\source\VOCdevkit\voc2012-500\img\2007_001955.jpg,{'annotations': [{'category_id': 'horse'}]}
125,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002088.jpg,{'annotations': [{'category_id': 'cow'}]}
130,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002119.jpg,{'annotations': [{'category_id': 'tvmonitor'}]}
135,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002212.jpg,{'annotations': [{'category_id': 'bird'}]}
140,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002266.jpg,{'annotations': [{'category_id': 'aeroplane'}]}
145,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002293.jpg,{'annotations': [{'category_id': 'person'}]}
150,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002378.jpg,{'annotations': [{'category_id': 'person'}]}
155,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002426.jpg,{'annotations': [{'category_id': 'person'}]}
160,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002488.jpg,{'annotations': [{'category_id': 'person'}]}
165,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002611.jpg,{'annotations': [{'category_id': 'person'}]}
170,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002643.jpg,{'annotations': [{'category_id': 'car'}]}
175,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002728.jpg,{'annotations': [{'category_id': 'train'}]}
180,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002845.jpg,{'annotations': [{'category_id': 'sheep'}]}
185,D:\Python\source\VOCdevkit\voc2012-500\img\2007_002914.jpg,{'annotations': [{'category_id': 'person'}]}
190,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003011.jpg,{'annotations': [{'category_id': 'sofa'}]}
195,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003101.jpg,{'annotations': [{'category_id': 'bus'}]}
200,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003134.jpg,{'annotations': [{'category_id': 'person'}]}
205,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003188.jpg,{'annotations': [{'category_id': 'bicycle'}]}
210,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003195.jpg,{'annotations': [{'category_id': 'bus'}]}
215,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003267.jpg,{'annotations': [{'category_id': 'bird'}]}
220,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003373.jpg,{'annotations': [{'category_id': 'dog'}]}
225,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003506.jpg,{'annotations': [{'category_id': 'pottedplant'}]}
230,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003565.jpg,{'annotations': [{'category_id': 'bird'}]}
235,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003604.jpg,{'annotations': [{'category_id': 'dog'}]}
240,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003711.jpg,{'annotations': [{'category_id': 'car'}]}
245,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003786.jpg,{'annotations': [{'category_id': 'bus'}]}
250,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003861.jpg,{'annotations': [{'category_id': 'boat'}]}
255,D:\Python\source\VOCdevkit\voc2012-500\img\2007_003917.jpg,{'annotations': [{'category_id': 'car'}]}
260,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004033.jpg,{'annotations': [{'category_id': 'person'}]}
265,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004121.jpg,{'annotations': [{'category_id': 'pottedplant'}]}
270,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004193.jpg,{'annotations': [{'category_id': 'tvmonitor'}]}
275,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004291.jpg,{'annotations': [{'category_id': 'person'}]}
280,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004423.jpg,{'annotations': [{'category_id': 'sheep'}]}
285,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004483.jpg,{'annotations': [{'category_id': 'train'}]}
290,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004558.jpg,{'annotations': [{'category_id': 'pottedplant'}]}
295,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004705.jpg,{'annotations': [{'category_id': 'bus'}]}
300,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004769.jpg,{'annotations': [{'category_id': 'bicycle'}]}
305,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004866.jpg,{'annotations': [{'category_id': 'cat'}]}
310,D:\Python\source\VOCdevkit\voc2012-500\img\2007_004988.jpg,{'annotations': [{'category_id': 'aeroplane'}]}
315,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005074.jpg,{'annotations': [{'category_id': 'boat'}]}
320,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005130.jpg,{'annotations': [{'category_id': 'bird'}]}
325,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005212.jpg,{'annotations': [{'category_id': 'motorbike'}]}
330,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005266.jpg,{'annotations': [{'category_id': 'sofa'}]}
335,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005304.jpg,{'annotations': [{'category_id': 'bottle'}]}
340,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005360.jpg,{'annotations': [{'category_id': 'train'}]}
345,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005469.jpg,{'annotations': [{'category_id': 'sheep'}]}
350,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005626.jpg,{'annotations': [{'category_id': 'train'}]}
355,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005702.jpg,{'annotations': [{'category_id': 'bicycle'}]}
360,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005803.jpg,{'annotations': [{'category_id': 'diningtable'}]}
365,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005857.jpg,{'annotations': [{'category_id': 'pottedplant'}]}
370,D:\Python\source\VOCdevkit\voc2012-500\img\2007_005915.jpg,{'annotations': [{'category_id': 'sheep'}]}
375,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006004.jpg,{'annotations': [{'category_id': 'chair'}]}
380,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006076.jpg,{'annotations': [{'category_id': 'bird'}]}
385,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006151.jpg,{'annotations': [{'category_id': 'horse'}]}
390,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006254.jpg,{'annotations': [{'category_id': 'train'}]}
395,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006317.jpg,{'annotations': [{'category_id': 'bus'}]}
400,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006409.jpg,{'annotations': [{'category_id': 'person'}]}
405,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006483.jpg,{'annotations': [{'category_id': 'person'}]}
410,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006560.jpg,{'annotations': [{'category_id': 'person'}]}
415,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006641.jpg,{'annotations': [{'category_id': 'cat'}]}
420,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006678.jpg,{'annotations': [{'category_id': 'sheep'}]}
425,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006761.jpg,{'annotations': [{'category_id': 'cow'}]}
430,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006841.jpg,{'annotations': [{'category_id': 'cow'}]}
435,D:\Python\source\VOCdevkit\voc2012-500\img\2007_006900.jpg,{'annotations': [{'category_id': 'car'}]}
440,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007021.jpg,{'annotations': [{'category_id': 'bottle'}]}
445,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007130.jpg,{'annotations': [{'category_id': 'tvmonitor'}]}
450,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007196.jpg,{'annotations': [{'category_id': 'tvmonitor'}]}
455,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007250.jpg,{'annotations': [{'category_id': 'bottle'}]}
460,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007414.jpg,{'annotations': [{'category_id': 'person'}]}
465,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007470.jpg,{'annotations': [{'category_id': 'aeroplane'}]}
470,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007498.jpg,{'annotations': [{'category_id': 'diningtable'}]}
475,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007585.jpg,{'annotations': [{'category_id': 'dog'}]}
480,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007651.jpg,{'annotations': [{'category_id': 'person'}]}
485,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007772.jpg,{'annotations': [{'category_id': 'cow'}]}
490,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007815.jpg,{'annotations': [{'category_id': 'car'}]}
495,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007881.jpg,{'annotations': [{'category_id': 'train'}]}
500,D:\Python\source\VOCdevkit\voc2012-500\img\2007_007930.jpg,{'annotations': [{'category_id': 'dog'}]}
